# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 30 01:49:21 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
Kepler-1587 b,Kepler-1587,1,1,Transit,2016,9.40604670,1.330,2.33000,M-R relationship,0.000000,,5933.00,1.22,1.08,0.070,[Fe/H],1026.4800000
Kepler-1588 b,Kepler-1588,1,1,Transit,2016,7.84931739,0.760,0.36300,M-R relationship,0.000000,,5817.00,0.99,0.96,-0.140,[Fe/H],924.1410000
Kepler-1589 b,Kepler-1589,1,1,Transit,2016,0.99166527,1.090,1.32000,M-R relationship,0.000000,,6166.00,1.25,1.18,0.080,[Fe/H],1513.1400000
Kepler-159 b,Kepler-159,1,2,Transit,2014,10.13962300,2.380,6.26000,M-R relationship,0.000000,M0 V,4625.00,0.66,0.63,-0.280,[Fe/H],373.7440000
Kepler-159 c,Kepler-159,1,2,Transit,2014,43.59579200,3.410,11.50000,M-R relationship,0.000000,M0 V,4625.00,0.66,0.63,-0.280,[Fe/H],373.7440000
Kepler-1590 b,Kepler-1590,1,1,Transit,2016,7.61760804,1.140,1.55000,M-R relationship,0.000000,,6053.00,1.16,1.11,0.030,[Fe/H],771.1520000
Kepler-1591 b,Kepler-1591,1,1,Transit,2016,8.18504949,1.270,2.15000,M-R relationship,0.000000,,6082.00,1.16,1.10,0.010,[Fe/H],1419.5800000
Kepler-1592 b,Kepler-1592,1,1,Transit,2016,3.05710069,1.540,2.99000,M-R relationship,0.000000,,6213.00,1.28,1.18,0.040,[Fe/H],1639.4700000
Kepler-1593 b,Kepler-1593,1,1,Transit,2016,174.50983500,3.170,10.20000,M-R relationship,0.000000,,4995.00,0.77,0.81,0.020,[Fe/H],638.2490000
Kepler-1594 b,Kepler-1594,1,1,Transit,2016,2.71603809,1.060,1.20000,M-R relationship,0.000000,,5946.00,1.08,1.06,0.030,[Fe/H],976.8680000
Kepler-1595 b,Kepler-1595,1,1,Transit,2016,4.56380468,1.230,2.04000,M-R relationship,0.000000,,5203.00,0.80,0.84,-0.020,[Fe/H],845.0220000
Kepler-1596 b,Kepler-1596,1,1,Transit,2016,66.37337900,1.900,4.27000,M-R relationship,0.000000,,5706.00,0.92,0.95,-0.110,[Fe/H],2146.2300000
Kepler-1597 b,Kepler-1597,1,1,Transit,2016,2.94654179,1.060,1.20000,M-R relationship,0.000000,,6377.00,1.39,1.25,0.020,[Fe/H],1221.0500000
Kepler-1598 b,Kepler-1598,1,1,Transit,2016,4.34195123,0.950,0.80900,M-R relationship,0.000000,,5940.00,1.09,1.07,0.040,[Fe/H],619.8620000
Kepler-1599 b,Kepler-1599,1,1,Transit,2016,122.36355300,1.620,3.26000,M-R relationship,0.000000,,5767.00,0.99,0.99,0.020,[Fe/H],1328.2000000
Kepler-16 b,Kepler-16,2,1,Transit,2011,228.77600000,8.449,105.83300,Mass,0.006900,,4450.00,0.65,0.69,-0.300,[m/H],75.0852000
Kepler-160 b,Kepler-160,1,3,Transit,2014,4.30939700,1.715,3.59000,M-R relationship,0.000000,,5471.00,1.12,0.97,0.140,[Fe/H],937.0130000
Kepler-160 c,Kepler-160,1,3,Transit,2014,13.69942900,3.760,13.60000,M-R relationship,0.000000,,5471.00,1.12,0.97,0.140,[Fe/H],937.0130000
Kepler-160 d,Kepler-160,1,3,Transit Timing Variations,2020,30.00000000,,100.00000,Mass,,,5471.00,1.12,0.97,0.140,[Fe/H],937.0130000
Kepler-1600 b,Kepler-1600,1,2,Transit,2016,386.37054800,3.130,9.96000,M-R relationship,0.000000,,5214.00,0.82,0.86,0.070,[Fe/H],1030.8100000
Kepler-1600 c,Kepler-1600,1,2,Transit,2021,7.29804993,1.942,4.43000,M-R relationship,0.000000,,5119.00,0.83,0.82,0.100,[Fe/H],1030.8100000
Kepler-1601 b,Kepler-1601,1,1,Transit,2016,2.20921951,0.820,0.47700,M-R relationship,0.000000,,5869.00,1.07,1.04,0.050,[Fe/H],644.4560000
Kepler-1602 b,Kepler-1602,1,1,Transit,2016,11.17931605,1.340,2.36000,M-R relationship,0.000000,,6296.00,1.36,1.22,0.020,[Fe/H],629.8040000
Kepler-1603 b,Kepler-1603,1,1,Transit,2016,2.27163926,1.290,2.21000,M-R relationship,0.000000,,6241.00,1.31,1.21,0.070,[Fe/H],2712.5800000
Kepler-1604 b,Kepler-1604,1,1,Transit,2016,0.68368426,1.410,2.57000,M-R relationship,0.000000,,4976.00,0.76,0.81,0.020,[Fe/H],541.1890000
Kepler-1605 b,Kepler-1605,1,1,Transit,2016,85.75654950,1.080,1.28000,M-R relationship,0.000000,,5280.00,0.82,0.86,-0.010,[Fe/H],546.2300000
Kepler-1606 b,Kepler-1606,1,1,Transit,2016,196.43522400,2.070,4.94000,M-R relationship,0.000000,,5422.00,0.86,0.90,0.010,[Fe/H],831.2870000
Kepler-1607 b,Kepler-1607,1,1,Transit,2016,13.64736760,0.920,0.72100,M-R relationship,0.000000,,6116.00,1.21,1.14,0.050,[Fe/H],1286.1000000
Kepler-1608 b,Kepler-1608,1,1,Transit,2016,16.47356860,1.730,3.64000,M-R relationship,0.000000,,4992.00,0.72,0.75,-0.240,[Fe/H],832.0000000
Kepler-1609 b,Kepler-1609,1,1,Transit,2016,114.34219000,2.220,5.56000,M-R relationship,0.000000,,6132.00,1.27,1.18,0.100,[Fe/H],1826.0400000
Kepler-161 b,Kepler-161,1,2,Transit,2014,4.92135500,2.120,12.10000,Mass,0.000000,,5078.00,0.81,0.86,0.070,[Fe/H],434.6320000
Kepler-161 c,Kepler-161,1,2,Transit,2014,7.06424000,2.050,11.80000,Mass,0.000000,,5078.00,0.81,0.86,0.070,[Fe/H],434.6320000
Kepler-1610 b,Kepler-1610,1,1,Transit,2016,8.70181574,1.610,3.22000,M-R relationship,0.000000,,5383.00,0.87,0.91,0.100,[Fe/H],864.3310000
Kepler-1611 b,Kepler-1611,1,1,Transit,2016,5.17624290,0.810,0.45700,M-R relationship,0.000000,,5605.00,0.93,0.94,0.010,[Fe/H],908.4440000
Kepler-1612 b,Kepler-1612,1,1,Transit,2016,3.91795101,1.030,1.08000,M-R relationship,0.000000,,5643.00,0.94,0.96,0.030,[Fe/H],764.7260000
Kepler-1613 b,Kepler-1613,1,1,Transit,2016,1.51842990,2.080,4.98000,M-R relationship,0.000000,,6005.00,1.12,1.08,0.010,[Fe/H],1508.3300000
Kepler-1614 b,Kepler-1614,1,1,Transit,2016,3.94661410,1.490,2.83000,M-R relationship,0.000000,,5121.00,0.76,0.79,-0.170,[Fe/H],1191.1900000
Kepler-1615 b,Kepler-1615,1,1,Transit,2016,47.31261920,2.060,4.90000,M-R relationship,0.000000,,5865.00,1.05,1.04,0.060,[Fe/H],1393.8300000
Kepler-1616 b,Kepler-1616,1,1,Transit,2016,6.76284377,1.020,1.04000,M-R relationship,0.000000,,6266.00,1.34,1.21,0.020,[Fe/H],1137.8100000
Kepler-1617 b,Kepler-1617,1,1,Transit,2016,27.47855720,1.200,1.87000,M-R relationship,0.000000,,6167.00,1.22,1.15,0.010,[Fe/H],898.3100000
Kepler-1618 b,Kepler-1618,1,1,Transit,2016,6.10826019,1.260,2.13000,M-R relationship,0.000000,,6620.00,1.65,1.41,0.040,[Fe/H],1229.2500000
Kepler-1619 b,Kepler-1619,1,1,Transit,2016,23.62259130,0.760,0.36300,M-R relationship,0.000000,,5852.00,1.00,1.00,-0.070,[Fe/H],734.8500000
Kepler-162 b,Kepler-162,1,2,Transit,2014,6.91979800,1.260,2.13000,M-R relationship,0.000000,,5816.00,0.96,0.95,0.030,[Fe/H],855.6410000
Kepler-162 c,Kepler-162,1,2,Transit,2014,19.44635500,3.030,9.43000,M-R relationship,0.000000,,5816.00,0.96,0.95,0.030,[Fe/H],855.6410000
Kepler-1620 b,Kepler-1620,1,1,Transit,2016,101.95182900,1.610,3.22000,M-R relationship,0.000000,,6157.00,1.23,1.15,0.030,[Fe/H],895.0690000
Kepler-1621 b,Kepler-1621,1,1,Transit,2016,92.26371400,2.160,5.31000,M-R relationship,0.000000,,6158.00,1.24,1.15,0.030,[Fe/H],1631.6600000
Kepler-1622 b,Kepler-1622,1,1,Transit,2016,10.81187370,1.470,2.76000,M-R relationship,0.000000,,6436.00,1.50,1.31,0.040,[Fe/H],796.4770000
Kepler-1623 b,Kepler-1623,1,1,Transit,2016,4.36128348,1.310,2.27000,M-R relationship,0.000000,,5772.00,1.00,1.00,0.040,[Fe/H],837.4810000
Kepler-1624 b,Kepler-1624,1,1,Transit,2016,3.29030452,5.700,27.60000,M-R relationship,0.000000,,3636.00,0.47,0.50,0.060,[Fe/H],258.9790000
Kepler-1625 b,Kepler-1625,1,1,Transit,2016,287.37894900,6.060,30.60000,M-R relationship,0.000000,,5677.00,0.94,0.96,0.010,[Fe/H],2310.1100000
Kepler-1626 b,Kepler-1626,1,1,Transit,2016,4.13962966,2.020,4.74000,M-R relationship,0.000000,,6826.00,1.85,1.51,0.040,[Fe/H],1368.8300000
Kepler-1627 b,Kepler-1627,1,1,Transit,2016,7.20283653,3.690,13.20000,M-R relationship,0.000000,,5445.00,0.84,0.87,-0.100,[Fe/H],317.4370000
Kepler-1628 b,Kepler-1628,1,1,Transit,2016,76.37803300,6.430,33.80000,M-R relationship,0.000000,,3724.00,0.52,0.55,0.170,[Fe/H],352.0000000
Kepler-1629 b,Kepler-1629,1,1,Transit,2016,3.87595807,0.770,0.38100,M-R relationship,0.000000,,5776.00,1.01,1.01,0.050,[Fe/H],336.0900000
Kepler-163 b,Kepler-163,1,2,Transit,2014,7.81093700,1.050,1.16000,M-R relationship,0.000000,,5776.00,0.92,0.88,0.141,[M/H],689.8140000
Kepler-163 c,Kepler-163,1,2,Transit,2014,21.34726200,2.260,5.73000,M-R relationship,0.000000,,5776.00,0.92,0.88,0.141,[M/H],689.8140000
Kepler-1630 b,Kepler-1630,1,1,Transit,2016,509.99740200,2.190,5.43000,M-R relationship,0.000000,,4736.00,0.63,0.66,-0.460,[Fe/H],331.2130000
Kepler-1631 b,Kepler-1631,1,1,Transit,2016,4.09513932,1.350,2.39000,M-R relationship,0.000000,,5679.00,0.95,0.97,0.040,[Fe/H],1305.9900000
Kepler-1632 b,Kepler-1632,1,1,Transit,2016,448.30355800,2.470,6.66000,M-R relationship,0.000000,,6137.00,1.19,1.12,0.000,[Fe/H],716.7600000
Kepler-1633 b,Kepler-1633,1,1,Transit,2016,186.40427100,1.580,3.12000,M-R relationship,0.000000,,6256.00,1.32,1.20,0.020,[Fe/H],1114.9100000
Kepler-1634 b,Kepler-1634,1,1,Transit,2016,374.87623900,3.190,10.30000,M-R relationship,0.000000,,5474.00,0.89,0.92,0.020,[Fe/H],617.3390000
Kepler-1635 b,Kepler-1635,1,1,Transit,2016,469.63111000,3.640,12.90000,M-R relationship,0.000000,,5347.00,0.85,0.89,0.060,[Fe/H],1069.4500000
Kepler-1636 b,Kepler-1636,1,1,Transit,2016,425.47785000,3.230,10.50000,M-R relationship,0.000000,,5797.00,1.02,1.01,0.030,[Fe/H],1947.5400000
Kepler-1637 b,Kepler-1637,1,1,Transit,2016,6.10960324,0.890,0.64000,M-R relationship,0.000000,,5789.00,1.02,1.02,0.070,[Fe/H],567.1870000
Kepler-1638 b,Kepler-1638,1,1,Transit,2016,259.33683000,1.870,4.16000,M-R relationship,0.000000,,5710.00,0.95,0.97,-0.010,[Fe/H],1525.5200000
Kepler-1639 b,Kepler-1639,1,1,Transit,2016,9.87848200,2.580,7.18000,M-R relationship,0.000000,,6150.00,1.18,1.12,-0.030,[Fe/H],1031.3100000
Kepler-164 b,Kepler-164,1,3,Transit,2014,5.03503000,1.410,2.57000,M-R relationship,0.000000,,5888.00,1.15,1.09,0.000,[Fe/H],890.7580000
Kepler-164 c,Kepler-164,1,3,Transit,2014,10.94572300,2.730,7.90000,M-R relationship,0.000000,,5888.00,1.15,1.09,0.000,[Fe/H],890.7580000
Kepler-164 d,Kepler-164,1,3,Transit,2014,28.98676900,2.450,6.57000,M-R relationship,0.000000,,5888.00,1.15,1.09,0.000,[Fe/H],890.7580000
Kepler-1640 b,Kepler-1640,1,1,Transit,2016,7.58441260,4.820,20.70000,M-R relationship,0.000000,,6324.00,1.43,1.27,0.100,[Fe/H],1859.7800000
Kepler-1641 b,Kepler-1641,1,2,Transit,2016,19.67226600,3.110,9.85000,M-R relationship,0.000000,,6152.00,1.19,1.12,-0.020,[Fe/H],860.3700000
Kepler-1641 c,Kepler-1641,1,2,Transit,2016,32.65721200,2.950,9.01000,M-R relationship,0.000000,,6152.00,1.19,1.12,-0.020,[Fe/H],860.3700000
Kepler-1642 b,Kepler-1642,1,2,Transit,2016,12.20575130,3.200,10.30000,M-R relationship,0.000000,,5355.00,0.84,0.88,-0.010,[Fe/H],413.8730000
Kepler-1642 c,Kepler-1642,1,2,Transit,2016,6.65138020,2.660,7.56000,M-R relationship,0.000000,,5355.00,0.84,0.88,-0.010,[Fe/H],413.8730000
Kepler-1643 b,Kepler-1643,1,1,Transit,2016,5.34264507,2.300,5.90000,M-R relationship,0.000000,,5508.00,0.88,0.92,-0.010,[Fe/H],341.7740000
Kepler-1644 b,Kepler-1644,1,1,Transit,2016,21.09077580,1.880,4.19000,M-R relationship,0.000000,,5499.00,0.86,0.89,-0.100,[Fe/H],629.2700000
Kepler-1645 b,Kepler-1645,1,1,Transit,2016,16.17795610,1.780,3.82000,M-R relationship,0.000000,,5812.00,1.02,1.02,0.040,[Fe/H],1202.4700000
Kepler-1646 b,Kepler-1646,1,1,Transit,2016,4.48558383,1.230,2.04000,M-R relationship,0.000000,,3299.00,0.26,0.24,0.040,[Fe/H],127.5910000
Kepler-1647 b,Kepler-1647,2,1,Transit,2016,1107.59230000,11.874,483.00000,Mass,0.058100,,6210.00,1.79,1.22,-0.140,[Fe/H],1212.4500000
Kepler-1649 b,Kepler-1649,1,2,Transit,2017,8.68909900,1.017,1.03000,M-R relationship,0.000000,,3240.00,0.23,0.20,-0.150,[M/H],92.1913000
Kepler-1649 c,Kepler-1649,1,2,Transit,2020,19.53527000,1.060,1.20000,M-R relationship,0.000000,,3240.00,0.23,0.20,-0.150,[M/H],92.1913000
Kepler-165 b,Kepler-165,1,2,Transit,2014,8.18084800,2.320,5.99000,M-R relationship,0.000000,,5211.00,0.77,0.79,0.120,[Fe/H],560.8850000
Kepler-165 c,Kepler-165,1,2,Transit,2014,15.31299000,2.230,5.60000,M-R relationship,0.000000,,5211.00,0.77,0.79,0.120,[Fe/H],560.8850000
Kepler-1650 b,Kepler-1650,1,1,Transit,2017,1.53818001,0.960,0.84000,M-R relationship,0.010000,,3410.00,0.33,0.33,-0.110,[Fe/H],134.3970000
Kepler-1651 b,Kepler-1651,2,1,Transit,2017,9.87863917,1.840,4.04000,M-R relationship,0.130000,,3713.00,0.50,0.52,-0.160,[Fe/H],66.4074000
Kepler-1652 b,Kepler-1652,1,1,Transit,2017,38.09722000,1.600,3.19000,M-R relationship,0.000000,,3638.00,0.38,0.40,-0.300,[Fe/H],252.0000000
Kepler-1653 b,Kepler-1653,1,1,Transit,2017,140.25240000,2.170,5.35000,M-R relationship,0.000000,,4807.00,0.69,0.72,-0.180,[Fe/H],755.0000000
Kepler-1654 b,Kepler-1654,1,1,Transit,2018,1047.83560000,9.180,158.91500,Mass,0.260000,G5 V,5597.00,1.18,1.01,-0.088,[Fe/H],568.1170000
Kepler-1655 b,Kepler-1655,1,1,Transit,2018,11.87287870,2.213,5.00000,Mass,0.000000,G0 V,6148.00,1.03,1.03,-0.240,[Fe/H],213.2600000
Kepler-1656 b,Kepler-1656,1,2,Transit,2018,31.56200000,4.520,47.80000,Mass,0.838000,,5569.00,1.10,1.03,0.190,[Fe/H],185.8750000
Kepler-1656 c,Kepler-1656,1,2,Radial Velocity,2022,1919.00000000,14.000,126.40000,Mass,0.527000,,5569.00,1.10,1.03,0.190,[Fe/H],185.8750000
Kepler-1658 b,Kepler-1658,1,1,Transit,2019,3.84937278,11.994,1868.84040,Mass,0.062800,,6216.00,2.89,1.45,-0.180,[m/H],788.2380000
Kepler-166 b,Kepler-166,1,3,Transit,2014,7.65025400,2.270,5.77000,M-R relationship,0.000000,,5413.00,0.74,0.88,-0.030,[Fe/H],603.5300000
Kepler-166 c,Kepler-166,1,3,Transit,2014,34.26028100,2.380,6.26000,M-R relationship,0.000000,,5413.00,0.74,0.88,-0.030,[Fe/H],603.5300000
Kepler-166 d,Kepler-166,1,3,Transit,2016,1.55400393,1.730,3.64000,M-R relationship,0.000000,,5350.00,0.83,0.88,-0.030,[Fe/H],603.5300000
Kepler-1661 b,Kepler-1661,2,1,Transit,2020,175.06000000,3.870,17.00000,Mass,0.057000,K,5100.00,0.76,0.84,-0.120,[M/H],410.6070000
Kepler-1663 b,Kepler-1663,1,1,Transit,2020,17.60460000,3.304,10.90000,M-R relationship,0.000000,,3844.00,0.63,0.61,0.060,[Fe/H],337.9260000
Kepler-1664 b,Kepler-1664,1,1,Transit,2020,14.38680000,3.033,9.45000,M-R relationship,0.000000,,5735.81,1.07,0.94,0.370,[M/H],626.6910000
Kepler-1665 b,Kepler-1665,1,1,Transit,2020,11.95480000,2.839,8.44000,M-R relationship,0.000000,,5049.84,0.78,0.84,-0.013,[M/H],335.5150000
Kepler-1666 b,Kepler-1666,1,2,Transit,2020,25.84760000,2.883,8.66000,M-R relationship,0.000000,,6293.00,1.15,1.23,-0.200,[Fe/H],1379.3700000
Kepler-1666 c,Kepler-1666,1,2,Transit,2020,40.71570000,3.236,10.50000,M-R relationship,0.000000,,6293.00,1.15,1.23,-0.200,[Fe/H],1379.3700000
Kepler-1667 b,Kepler-1667,1,1,Transit,2020,83.57810000,2.984,9.19000,M-R relationship,0.000000,,5941.54,1.09,1.09,-0.260,[M/H],626.8190000
Kepler-1668 b,Kepler-1668,1,1,Transit,2020,15.43400000,4.348,17.40000,M-R relationship,0.000000,,5542.00,1.02,0.98,0.070,[Fe/H],1335.6400000
Kepler-1669 b,Kepler-1669,1,2,Transit,2020,9.51216000,2.780,8.15000,M-R relationship,0.000000,,4303.00,0.71,0.67,-0.230,[Fe/H],543.4440000
Kepler-1669 c,Kepler-1669,1,2,Transit,2021,1.60932005,1.901,4.27000,M-R relationship,0.000000,,4224.00,0.60,0.61,-0.200,[Fe/H],543.4440000
Kepler-167 b,Kepler-167,2,4,Transit,2014,4.39316320,1.615,3.24000,M-R relationship,0.000000,K4,4890.00,0.73,0.77,-0.030,[Fe/H],341.9080000
Kepler-167 c,Kepler-167,2,4,Transit,2014,7.40611400,1.548,3.01000,M-R relationship,0.000000,K4,4890.00,0.73,0.77,-0.030,[Fe/H],341.9080000
Kepler-167 d,Kepler-167,2,4,Transit,2016,21.80385500,1.194,1.83000,M-R relationship,0.120000,K4,4890.00,0.73,0.77,-0.030,[Fe/H],341.9080000
Kepler-167 e,Kepler-167,2,4,Transit,2016,1071.23228000,10.150,73.40000,M-R relationship,0.062000,K4,4890.00,0.73,0.77,-0.030,[Fe/H],341.9080000
Kepler-1670 b,Kepler-1670,1,1,Transit,2020,20.49980000,3.356,11.20000,M-R relationship,0.000000,,5838.00,1.52,1.05,-0.080,[Fe/H],2065.9800000
Kepler-1671 b,Kepler-1671,1,1,Transit,2020,4.16787000,1.326,2.32000,M-R relationship,0.000000,,5135.55,0.93,0.87,0.250,[M/H],357.0590000
Kepler-1672 b,Kepler-1672,1,1,Transit,2020,150.87800000,2.970,9.11000,M-R relationship,0.000000,,6131.95,1.09,1.16,-0.250,[M/H],391.1810000
Kepler-1673 b,Kepler-1673,1,1,Transit,2020,33.78880000,2.936,8.93000,M-R relationship,0.000000,,6014.95,1.13,1.11,0.228,[M/H],727.1870000
Kepler-1674 b,Kepler-1674,1,1,Transit,2020,62.56110000,3.206,10.40000,M-R relationship,0.000000,,5473.91,0.88,0.96,0.056,[M/H],1012.4800000
Kepler-1675 b,Kepler-1675,1,1,Transit,2020,63.03820000,3.125,9.93000,M-R relationship,0.000000,,5853.19,1.13,1.06,0.254,[M/H],651.1170000
Kepler-1676 b,Kepler-1676,1,1,Transit,2020,29.92210000,3.377,11.30000,M-R relationship,0.000000,,5878.30,1.06,1.07,0.135,[M/H],
Kepler-1677 b,Kepler-1677,1,1,Transit,2020,22.06400000,2.702,7.76000,M-R relationship,0.000000,,6013.72,1.25,1.11,0.108,[M/H],735.3690000
Kepler-1678 b,Kepler-1678,1,1,Transit,2020,147.97400000,3.304,10.90000,M-R relationship,0.000000,,5754.00,0.83,1.03,0.000,[Fe/H],847.3390000
Kepler-1679 b,Kepler-1679,1,1,Transit,2020,9.75376000,2.069,4.93000,M-R relationship,0.000000,,5501.00,0.87,0.96,-0.040,[Fe/H],909.2800000
Kepler-168 b,Kepler-168,1,2,Transit,2014,4.42539100,1.460,2.73000,M-R relationship,0.000000,,6282.00,1.11,1.11,0.090,[Fe/H],1343.6000000
Kepler-168 c,Kepler-168,1,2,Transit,2014,13.19324200,2.690,7.70000,M-R relationship,0.000000,,6282.00,1.11,1.11,0.090,[Fe/H],1343.6000000
Kepler-1680 b,Kepler-1680,1,1,Transit,2020,8.77424000,1.360,2.42000,M-R relationship,0.000000,,5021.00,0.72,0.83,0.200,[Fe/H],310.3150000
Kepler-1681 b,Kepler-1681,1,1,Transit,2020,69.89560000,2.553,7.05000,M-R relationship,0.000000,,5756.40,0.76,0.89,0.106,[M/H],758.3000000
Kepler-1682 b,Kepler-1682,1,1,Transit,2020,14.83340000,2.889,8.70000,M-R relationship,0.000000,,5619.12,0.84,0.99,-0.048,[M/H],1159.8500000
Kepler-1683 b,Kepler-1683,1,1,Transit,2020,15.03370000,1.875,4.17000,M-R relationship,0.000000,,5429.00,0.90,0.95,0.160,[Fe/H],733.1430000
Kepler-1684 b,Kepler-1684,1,1,Transit,2020,47.70550000,2.871,8.60000,M-R relationship,0.000000,,4706.54,0.67,0.75,0.127,[M/H],621.9960000
Kepler-1685 b,Kepler-1685,1,1,Transit,2020,20.49050000,2.577,7.16000,M-R relationship,0.000000,,5484.00,0.84,0.96,0.210,[Fe/H],1141.8900000
Kepler-1686 b,Kepler-1686,1,1,Transit,2020,9.30987000,1.426,2.62000,M-R relationship,0.000000,,5714.96,1.20,1.02,0.077,[M/H],729.8230000
Kepler-1687 b,Kepler-1687,1,1,Transit,2020,5.77954000,1.656,3.38000,M-R relationship,0.000000,,4132.00,0.73,0.65,-0.140,[Fe/H],417.0140000
Kepler-1688 b,Kepler-1688,1,1,Transit,2020,5.62012000,1.262,2.13000,M-R relationship,0.000000,,4632.11,0.75,0.81,-0.046,[M/H],567.4468709
Kepler-1689 b,Kepler-1689,1,1,Transit,2020,8.48300000,0.947,0.79900,M-R relationship,0.000000,,5731.43,1.00,1.02,-0.146,[M/H],294.1220000
Kepler-169 b,Kepler-169,1,5,Transit,2014,3.25061900,1.130,1.51000,M-R relationship,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],406.5290000
Kepler-169 c,Kepler-169,1,5,Transit,2014,6.19546900,1.210,1.92000,M-R relationship,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],406.5290000
Kepler-169 d,Kepler-169,1,5,Transit,2014,8.34812500,1.250,2.10000,M-R relationship,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],406.5290000
Kepler-169 e,Kepler-169,1,5,Transit,2014,13.76710200,2.200,5.48000,M-R relationship,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],406.5290000
Kepler-169 f,Kepler-169,1,5,Transit,2014,87.09019500,2.580,7.18000,M-R relationship,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],406.5290000
Kepler-1690 b,Kepler-1690,1,1,Transit,2020,234.63600000,2.811,8.30000,M-R relationship,0.000000,,5404.00,0.86,0.94,0.000,[Fe/H],703.7890000
Kepler-1691 b,Kepler-1691,1,1,Transit,2020,3.84820000,1.835,4.02000,M-R relationship,0.000000,,6000.00,1.13,1.11,0.160,[Fe/H],1267.6700000
Kepler-1692 b,Kepler-1692,1,1,Transit,2020,5.95966000,1.112,1.42000,M-R relationship,0.000000,,5146.00,0.87,0.87,0.360,[Fe/H],591.0190000
Kepler-1693 b,Kepler-1693,1,2,Transit,2020,12.09990000,1.289,2.21000,M-R relationship,0.000000,,5432.34,0.88,0.95,0.026,[M/H],760.0650000
Kepler-1693 c,Kepler-1693,1,2,Transit,2021,5.36370993,0.977,0.89400,M-R relationship,0.000000,,5553.00,1.10,0.94,0.160,[Fe/H],760.0650000
Kepler-1694 b,Kepler-1694,1,1,Transit,2020,3.89526000,1.180,1.76000,M-R relationship,0.000000,,4954.00,0.76,0.82,0.140,[Fe/H],513.3290000
Kepler-1695 b,Kepler-1695,1,1,Transit,2020,4.73290000,1.119,1.46000,M-R relationship,0.000000,,5473.19,0.99,0.96,-0.035,[M/H],791.1750000
Kepler-1696 b,Kepler-1696,1,1,Transit,2020,65.94090000,2.810,8.29000,M-R relationship,0.000000,,5712.00,1.20,1.02,-0.040,[Fe/H],1506.3600000
Kepler-1697 b,Kepler-1697,1,1,Transit,2020,33.49690000,1.260,2.12000,M-R relationship,0.000000,,4681.53,0.77,0.75,0.034,[M/H],247.7710000
Kepler-1698 b,Kepler-1698,1,1,Transit,2020,1.21070000,1.073,1.25000,M-R relationship,0.000000,,4975.03,0.74,0.82,0.080,[M/H],222.3450000
Kepler-1699 b,Kepler-1699,1,1,Transit,2020,3.49082000,1.567,3.08000,M-R relationship,0.000000,,5575.53,0.72,0.81,0.225,[M/H],818.7590000
Kepler-17 b,Kepler-17,1,1,Transit,2011,1.48571080,14.680,778.65000,Mass,0.011000,G2 V,5781.00,1.01,1.04,0.260,[M/H],720.7530000
Kepler-170 b,Kepler-170,1,2,Transit,2014,7.93059200,3.200,82.60000,Mass,0.000000,,5679.00,1.03,1.09,0.310,[Fe/H],738.6570000
Kepler-170 c,Kepler-170,1,2,Transit,2014,16.66586300,2.860,8.55000,M-R relationship,0.000000,,5679.00,1.03,1.09,0.310,[Fe/H],738.6570000
Kepler-1700 b,Kepler-1700,1,1,Transit,2020,234.23900000,2.901,8.76000,M-R relationship,0.000000,,6031.00,1.09,1.12,0.160,[Fe/H],717.5970000
Kepler-1701 b,Kepler-1701,1,1,Transit,2020,169.13400000,2.222,5.57000,M-R relationship,0.000000,,5146.00,0.84,0.87,0.030,[M/H],584.1420000
Kepler-1702 b,Kepler-1702,1,1,Transit,2020,18.50120000,1.602,3.20000,M-R relationship,0.000000,,5093.00,0.73,0.85,-0.240,[Fe/H],857.1400000
Kepler-1704 b,Kepler-1704,1,1,Transit,2013,988.88113000,11.938,1318.98789,Mass,0.921000,,5745.00,1.70,1.13,0.196,[Fe/H],835.4550000
